UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
759,1996,Female,"$25,001 - $50,000",Single (no kids),Current K-12,Democrat,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,No,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,No,Receiving,Yes,Yes,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,No,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,TMI,No,No,Tunes,People,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,No,Yes,Yes,77
760,1990,Female,No Response,Single (no kids),Current Undergraduate,No Response,0,No Response,Yes,No,No,No,No,Public,Yes,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Supportive,No,Mac,No,Cautious,No,Umm...,Yes,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,56
761,1961,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,No,Yes,No,Yes,No,Yes,Public,Yes,No,No,No,Yes,No,Yes,Art,Try first,No,Yes,Yes,No,Giving,No,No,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,Yes,Talk,Technology,Yes,No,No,No,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,Yes,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,101
762,1987,Male,"under $25,000",Single (no kids),Bachelor's Degree,Republican,0,No Response,No Response,No Response,No Response,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,No Response,No,Yes,Yes,Yes,Receiving,Yes,No Response,No Response,No Response,No Response,No Response,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,No,Yes,No,Yes,No,TMI,Yes,No,No Response,No Response,No,No,Yes,No Response,No,No Response,No Response,No Response,No,Cautious,No,Yes!,Yes,Socialize,No,In-person,Yes,No,No,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Own,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Only-child,No,No Response,No,84
763,1996,Female,No Response,No Response,Current K-12,Republican,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,Yes,No Response,No Response,No Response,No Response,Yes,No Response,Giving,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,Yes,P.M.,Yes,End,Yes,No Response,No Response,No Response,No,Yes,No Response,No,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,No,No,Yes,No Response,Yes,No Response,Yes,No Response,23
764,1973,Male,"$50,000 - $74,999",Married (w/kids),Master's Degree,Republican,0,No,Yes,No,Yes,Yes,Yes,Public,No,No,No,No,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,Yes,No,A.M.,Yes,End,Yes,No,Me,Yes,Yes,No,No,No,TMI,No,Yes,Talk,People,Yes,Yes,No,Yes,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Rent,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,101
766,1963,Female,No Response,Married (w/kids),High School Diploma,Independent,0,No Response,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,No Response,No Response,No Response,Try first,No,No,Yes,No,Giving,No,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,Yes,Tunes,People,No,No,Yes,No,No Response,Supportive,No,Mac,No,Risk-friendly,No,Yes!,Yes,Space,No,Online,No,Yes,No,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,96
767,1952,Female,"over $150,000",Married (no kids),No Response,Democrat,1,Yes,Yes,No,Yes,No,Yes,Public,No Response,No Response,No Response,No Response,No Response,Yes,Yes,Art,No Response,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,No Response,No Response,Start,No Response,No Response,Circumstances,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,PC,Yes,No Response,Yes,No Response,No,No Response,No Response,In-person,No,Yes,Yes,No,Yay people!,No Response,Yes,No Response,Yes,Yes,Yes,No,Yes,No Response,No,No,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No Response,No Response,Only-child,Yes,No,Yes,66
768,1978,Male,No Response,No Response,Bachelor's Degree,Democrat,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,No,Yes,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,TMI,No Response,No Response,Talk,People,No,No,Yes,Yes,No,Supportive,Yes,Mac,No Response,Cautious,No Response,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,33
769,1968,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,0,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,Yes,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,Yes,Mysterious,No,No,Talk,People,No,Yes,No,Yes,No,Demanding,No,PC,No,Cautious,No,Umm...,Yes,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Rent,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,101
770,NA,Male,"over $150,000",Married (w/kids),No Response,Independent,1,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No,Yes,No,No,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,No Response,Yes,Yes,Me,No,No,Yes,Yes,No Response,Mysterious,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Mac,Yes,Cautious,Yes,Yes!,Yes,Space,No,In-person,No,No Response,Yes,Yes,No Response,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No Response,No,No,Yes,Own,Optimist,Mom,No Response,Yes,Yes,No Response,Check!,Yes,No,No,Yes,Yes,No Response,Yes,No,No Response,Yes,59
771,1963,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,1,Yes,No,No,Yes,Yes,Yes,Public,No,No,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,Yes,No,TMI,No,Yes,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,Yes,PC,No,Cautious,No,Umm...,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,No,Yes,Yes,101
772,1992,Male,"$25,001 - $50,000",Single (w/kids),High School Diploma,Libertarian,1,Yes,No,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No,No,No,No,No Response,Try first,No Response,No,No,No Response,Giving,No Response,Yes,No Response,No,Yes,No Response,No Response,Yes,No Response,No Response,Yes,No,No,P.M.,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,No Response,No,No,Talk,People,No Response,No,Yes,Yes,No,No Response,Yes,PC,No,Cautious,No Response,Umm...,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,No,Yes,No,Only-child,Yes,No,Yes,73
773,NA,No Response,No Response,No Response,No Response,No Response,1,No Response,Yes,No,No,Yes,No,Public,Yes,No,No,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,Yes,No,Receiving,Yes,No,Idealist,Yes,Yes,Cool headed,Standard hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,Yes,No,No,TMI,No,No,Talk,Technology,Yes,Yes,Yes,Yes,No,Supportive,Yes,Mac,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,No,Yes,Grrr people,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,100
776,1990,Male,"under $25,000",Single (no kids),Current Undergraduate,Libertarian,0,No Response,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,Yes,Science,No Response,No Response,No Response,No Response,Yes,Giving,Yes,No,Pragmatist,No,No Response,Hot headed,Odd hours,No,Happy,No,Yes,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,PC,Yes,No Response,No Response,No Response,No Response,No Response,No Response,In-person,No,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,No Response,No Response,No Response,Yes,No,No Response,No Response,Mom,No Response,Yes,Yes,No Response,No Response,No Response,No,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,36
777,1990,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Republican,1,No,Yes,No,Yes,Yes,Yes,Private,No,No Response,No Response,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,No,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,No,Supportive,No,PC,No,Cautious,No Response,Yes!,No,Space,No,Online,No,No,No,Yes,Grrr people,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Check!,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,98
779,1981,Male,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Republican,0,No Response,Yes,No Response,No Response,Yes,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,No,No,No,Giving,No,No,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,No,TMI,No,No,Talk,Technology,Yes,No,Yes,No,No,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No Response,Yes,No,Yes,Yes,Yes,Yes,No,No,Rent,Pessimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,97
780,1983,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Independent,1,No Response,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Study first,Yes,No,Yes,No,Giving,No,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,No,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,No,Yes,TMI,Yes,Yes,Talk,People,No,No,Yes,Yes,Yes,Demanding,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,100
781,1973,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Republican,1,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,Yes,No,Science,No Response,No Response,No Response,No Response,No,No Response,No,No,Pragmatist,No,No Response,Cool headed,Standard hours,No,Right,No Response,Yes,Yes,Yes,No Response,Yes,No Response,Yes,No Response,Circumstances,No Response,No Response,No Response,Yes,No Response,Mysterious,No,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Demanding,No Response,Mac,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,Yes,Yes,No,No,No Response,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,No Response,Yes,No,No Response,Yes,38
782,1961,Female,"$25,001 - $50,000",Married (w/kids),High School Diploma,Republican,0,No,Yes,Yes,No,Yes,No,Public,No,No,No,No,Yes,No,Yes,Art,Study first,Yes,No,No,Yes,Receiving,Yes,Yes,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,No,No,No,Supportive,Yes,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,101
783,1995,Female,"over $150,000",Single (no kids),Current Undergraduate,Republican,0,No,Yes,No,No,No,No,Public,No,No,Yes,No Response,No Response,Yes,Yes,Art,Try first,No,Yes,No Response,No,Receiving,No Response,No Response,No Response,No Response,No Response,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,No,No,Circumstances,No Response,No Response,No,No Response,No,Mysterious,No,No,Tunes,People,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,41
785,1979,Female,"$75,000 - $100,000",Married (no kids),Associate's Degree,Democrat,0,Yes,Yes,No,No,No Response,No Response,No Response,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,No,No,No,No,Receiving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,No,Start,Yes,No,Me,No,Yes,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,98
786,1997,Female,No Response,No Response,Current K-12,Democrat,0,No Response,No,No,No,Yes,Yes,Public,No,No,No,No,No,Yes,Yes,Art,Study first,No,No Response,No,No,Giving,No Response,No,Idealist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Me,No Response,No Response,No Response,No Response,No Response,Mysterious,No,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Cautious,Yes,Yes!,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,No,No,No,No,No,Yes,Yes,Yes,Yes,No Response,No Response,No Response,No Response,Optimist,Dad,No Response,No,Yes,Yes,Check!,Yes,No,No,No,No,No,Yes,Yes,No,No,78
787,1968,Male,"$100,001 - $150,000",Married (w/kids),No Response,Democrat,1,No,Yes,No,Yes,Yes,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Receiving,No,Yes,Idealist,No,No,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,Yes,No,Yes,Mysterious,Yes,No,Talk,People,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
790,1950,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Independent,1,No,No,No,Yes,No,Yes,Public,No,No,No,No,Yes,Yes,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,No,Start,Yes,No,Me,Yes,No,No,Yes,Yes,Mysterious,Yes,Yes,Talk,Technology,Yes,Yes,Yes,No,No,Demanding,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
792,1989,Male,"$25,001 - $50,000",Single (no kids),No Response,Libertarian,0,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,Yes,No,Receiving,No,Yes,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,Yes,Yes,P.M.,No,Start,Yes,Yes,Circumstances,No,No,No,No,No,TMI,No,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,Yes,Mac,No,Cautious,No,Umm...,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Rent,Optimist,Mom,No,No,Yes,No,Nope,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,101
793,NA,Female,No Response,No Response,No Response,Republican,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,No Response,No Response,No,No Response,Yes,Mysterious,No,No,Tunes,People,Yes,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,Yes,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,74
795,1993,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Republican,0,No,Yes,No,Yes,Yes,No,Private,No,Yes,No,Yes,No,No,Yes,Art,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No Response,Umm...,No,Space,No,Online,No,Yes,No Response,Yes,Grrr people,Yes,Yes,Yes,No,Yes,Yes,No,No Response,Yes,Yes,No,No,Own,No Response,No Response,No Response,No,No Response,Yes,No Response,No,No Response,No,Yes,Yes,No,Yes,Yes,Yes,No Response,91
796,1997,Male,No Response,Single (no kids),Current K-12,Independent,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Art,Try first,No Response,No Response,Yes,Yes,Giving,Yes,No,Idealist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,No,TMI,No,Yes,Tunes,Technology,Yes,No,No,Yes,Yes,Demanding,No,PC,No,Risk-friendly,No,Umm...,No,Socialize,Yes,Online,No,No,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,Yes,No,Yes,Yes,Nope,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,86
799,1977,Female,"$50,000 - $74,999",Married (no kids),High School Diploma,Independent,1,Yes,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Study first,No,Yes,No,Yes,Receiving,Yes,No,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,Yes,PC,No,Cautious,No,Umm...,No,Space,No,Online,Yes,No,Yes,No,Grrr people,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,101
801,1960,Male,"over $150,000",Married (w/kids),Current Undergraduate,Republican,1,No,Yes,No,Yes,No,Yes,Private,Yes,Yes,No,No,No,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Standard hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,No,No,TMI,No,Yes,Talk,People,No,No Response,No Response,No,No Response,Supportive,No Response,No Response,No Response,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,No Response,Yes,Yes,Yay people!,Yes,No,No Response,No,No,Yes,Yes,No,No,Yes,Yes,No Response,No Response,Optimist,Mom,Yes,Yes,No,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,No,No,91
804,1971,Male,No Response,Married (w/kids),High School Diploma,Libertarian,1,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Talk,People,Yes,No,Yes,No,No,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
805,1984,Male,"under $25,000",Single (no kids),Master's Degree,Democrat,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Grrr people,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,No,No,Yes,Yes,No,No,Yes,42
